58	323	MT	Medial terminal nucleus of the accessory optic tract	FF90FF
59	444	IMD	Intermediodorsal nucleus of the thalamus	FF909F
60	918	ENTl6b	Entorhinal area, lateral part, layer 6b	32B825
61	445	SPVOmdmv	Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone	FFA5D2
62	832	mlf	medial longitudinal fascicle	CCCCCC
63	467	PVHd	Paraventricular hypothalamic nucleus, descending division	FF4C3E
64	239	AD	Anterodorsal nucleus	FF909F
65	1040	pfs	parafloccular sulcus	AAAAAA
66	323	LT	Lateral terminal nucleus of the accessory optic tract	FF90FF
67	795	INC	Interstitial nucleus of Cajal	FF90FF
68	184	FRP1	Frontal pole, layer 1	268F45
69	445	SPVOvl	Spinal nucleus of the trigeminal, oral part, ventrolateral part	FFA5D2
70	824	mfbsm	midbrain related	CCCCCC
71	38	PVHm	Paraventricular hypothalamic nucleus, magnocellular division	FF5D50
72	141	ADP	Anterodorsal preoptic nucleus	FF5547
73	997	VS	ventricular systems	AAAAAA
74	409	VISl6a	Lateral visual area, layer 6a	08858C
75	323	DT	Dorsal terminal nucleus of the accessory optic tract	FF90FF
76	370	INV	Interstitial nucleus of the vestibular nerve	FFB3D9
77	445	SPVOcdm	Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part	FFA5D2
78	752	mcp	middle cerebellar peduncle	CCCCCC
79	71	PVHmm	Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part	FF5D50
80	141	AHA	Anterior hypothalamic area	FF5547
81	73	VL	lateral ventricle	AAAAAA
82	612	NLLd	Nucleus of the lateral lemniscus, dorsal part	FFAE6F
83	370	IO	Inferior olivary complex	FFB3D9
84	972	PL6a	Prelimbic area, layer 6a	2FA850
85	812	sct	spinocerebellar tract	CCCCCC
86	896	mtc	middle thalamic commissure	CCCCCC
87	94	PVHmpd	Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone	FF5D50
88	467	AHN	Anterior hypothalamic nucleus	FF4C3E
89	81	RC	rhinocele	AAAAAA
90	612	NLLh	Nucleus of the lateral lemniscus, horizontal part	FFAE6F
91	519	IP	Interposed nucleus	FFFDBC
92	918	ENTl4	Entorhinal area, lateral part, layer 4	32B825
93	901	moV	motor root of the trigeminal nerve	CCCCCC
94	38	PVHp	Paraventricular hypothalamic nucleus, parvicellular division	FF5D50
95	315	AI	Agranular insular area	219866
96	607	DCO	Dorsal cochlear nucleus	FFA5D2
97	541	TEa1	Temporal association areas, layer 1	15B0B3
98	81	SEZ	subependymal zone	AAAAAA
99	612	NLLv	Nucleus of the lateral lemniscus, ventral part	FFAE6F
100	165	IPN	Interpeduncular nucleus	FFA6FF
101	607	VCO	Ventral cochlear nucleus	FFA5D2
102	760	nst	nigrostriatal tract	CCCCCC
103	71	PVHpm	Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part	FF5D50
104	95	AId	Agranular insular area, dorsal part	219866
105	398	SOCm	Superior olivary complex, medial part	FFAE6F
106	370	ISN	Inferior salivatory nucleus	FFB3D9
107	500	MO1	Somatomotor areas, Layer 1	1F9D5A
108	81	chpl	choroid plexus	AAAAAA
109	760	ntt	nigrothalamic fibers	CCCCCC
110	94	PVHpv	Paraventricular hypothalamic nucleus, parvicellular division, periventricular part	FF5D50
111	95	AIp	Agranular insular area, posterior part	219866
112	607	CNlam	Granular lamina of the cochlear nuclei	FFA5D2
113	337	SSp-ll2/3	Primary somatosensory area, lower limb, layer 2/3	188064
114	398	SOCl	Superior olivary complex, lateral part	FFAE6F
115	323	IV	Trochlear nucleus	FF90FF
116	81	chfl	choroid fissure	AAAAAA
117	848	och	optic chiasm	CCCCCC
118	157	PVi	Periventricular hypothalamic nucleus, intermediate part	FF5D50
119	95	AIv	Agranular insular area, ventral part	219866
120	111	AIp1	Agranular insular area, posterior part, layer 1	219866
121	409	VISl6b	Lateral visual area, layer 6b	08858C
122	398	POR	Superior olivary complex, periolivary region	FFAE6F
123	867	KF	Koelliker-Fuse subnucleus	FFAE6F
124	73	IVF	interventricular foramen	AAAAAA
125	848	opt	optic tract	CCCCCC
126	141	PVp	Periventricular hypothalamic nucleus, posterior part	FF5547
127	239	AM	Anteromedial nucleus	FF909F
128	323	MRN	Midbrain reticular nucleus	FF90FF
129	73	V3	third ventricle	AAAAAA
130	679	CSm	Superior central nucleus raphe, medial part	FFC395
131	703	LA	Lateral amygdalar nucleus	90EB8D
132	972	PL6b	Prelimbic area, layer 6b	2FA850
133	141	PVpo	Periventricular hypothalamic nucleus, preoptic part	FF5547
134	760	ptf	pallidotegmental fascicle	CCCCCC
135	370	AMB	Nucleus ambiguus	FFB3D9
136	370	IRN	Intermediate reticular nucleus	FFB3D9
137	679	CSl	Superior central nucleus raphe, lateral part	FFC395
138	856	LAT	Lateral group of the dorsal thalamus	FF909F
139	918	ENTl5	Entorhinal area, lateral part, layer 5	32B825
140	73	AQ	cerebral aqueduct	AAAAAA
141	1097	PVR	Periventricular region	FF5547
142	760	pap	pallidothalamic pathway	CCCCCC
143	135	AMBv	Nucleus ambiguus, ventral division	FFB3D9
144	754	OT1-3	Olfactory tubercle, layers 1-3	80CDF8
145	73	V4	fourth ventricle	AAAAAA
146	1117	PRNr	Pontine reticular nucleus	FFC395
147	1117	LC	Locus ceruleus	FFC395
148	1057	GU4	Gustatory areas, layer 4	009C75
149	571	PVT	Paraventricular nucleus of the thalamus	FF909F
150	824	pvbh	periventricular bundle of the hypothalamus	CCCCCC
151	698	AOB	Accessory olfactory bulb	9DF0D2
152	961	PIR1-3	Piriform area, layers 1-3	6ACBBA
153	145	V4r	lateral recess	AAAAAA
154	370	PHY	Perihypoglossal nuclei	FFB3D9
155	239	LD	Lateral dorsal nucleus of thalamus	FF909F
156	1011	AUDd6a	Dorsal auditory area, layer 6a	019399
157	1097	PVZ	Periventricular zone	FF5D50
158	832	pc	posterior commissure	CCCCCC
159	698	AON	Anterior olfactory nucleus	54BF94
160	159	AON1	Anterior olfactory nucleus, layer 1	54BF94
161	154	NIS	Nucleus intercalatus	FFB3D9
162	1117	LDT	Laterodorsal tegmental nucleus	FFC395
163	111	AIp2/3	Agranular insular area, posterior part, layer 2/3	219866
164	73	c	central canal, spinal cord/medulla	AAAAAA
165	348	RAmb	Midbrain raphe nuclei	FFA6FF
166	824	pmx	premammillary commissure	CCCCCC
167	159	AONd	Anterior olfactory nucleus, dorsal part	54BF94
168	159	AON2	Anterior olfactory nucleus, layer 2	54BF94
169	154	PRP	Nucleus prepositus	FFB3D9
170	1008	LGd	Dorsal part of the lateral geniculate complex	FF8084
171	972	PL1	Prelimbic area, layer 1	2FA850
173	290	RCH	Retrochiasmatic area	F2483B
174	824	poc	preoptic commissure	CCCCCC
175	159	AONe	Anterior olfactory nucleus, external part	54BF94
177	154	NR	Nucleus of Roller	FFB3D9
178	1014	LGv	Ventral part of the lateral geniculate complex	FF909F
179	31	ACA6a	Anterior cingulate area, layer 6a	40A666
180	1057	GU2/3	Gustatory areas, layer 2/3	009C75
181	571	RE	Nucleus of reuniens	FF909F
182	824	php	propriohypothalamic pathways	CCCCCC
183	159	AONl	Anterior olfactory nucleus, lateral part	54BF94
184	315	FRP	Frontal pole, cerebral cortex	268F45
185	1069	PPYd	Parapyramidal nucleus, deep part	FFB3D9
186	958	LH	Lateral habenula	FF909F
187	1057	GU5	Gustatory areas, layer 5	009C75
188	151	AOBgl	Accessory olfactory bulb, glomerular layer	9DF0D2
189	51	RH	Rhomboid nucleus	FF909F
190	784	py	pyramid	CCCCCC
191	159	AONm	Anterior olfactory nucleus, medial part	54BF94
192	639	COAa1	Cortical amygdalar area, anterior part, layer 1	61E7B7
193	1069	PPYs	Parapyramidal nucleus, superficial part	FFB3D9
194	290	LHA	Lateral hypothalamic area	F2483B
195	972	PL2	Prelimbic area, layer 2	2FA850
196	151	AOBgr	Accessory olfactory bulb, granular layer	95E4C8
197	165	RL	Rostral linear nucleus raphe	FFA6FF
198	784	pyd	pyramidal decussation	CCCCCC
199	159	AONpv	Anterior olfactory nucleus, posteroventral part	54BF94
200	639	COAa2	Cortical amygdalar area, anterior part, layer 2	61E7B7
201	329	SSp-bfd2/3	Primary somatosensory area, barrel field, layer 2/3	188064
202	701	MV	Medial vestibular nucleus	FFB3D9
203	370	LIN	Linear nucleus of the medulla	FFB3D9
204	151	AOBmi	Accessory olfactory bulb, mitral layer	9DF0D2
205	855	rstl	retriculospinal tract, lateral part	CCCCCC
206	379	RM	Nucleus raphe magnus	FFC6E2
207	386	AP	Area postrema	FFA5D2
208	639	COAa3	Cortical amygdalar area, anterior part, layer 3	61E7B7
209	701	LAV	Lateral vestibular nucleus	FFB3D9
210	331	LM	Lateral mammillary nucleus	FF4C3E
211	39	ACAd2/3	Anterior cingulate area, dorsal part, layer 2/3	40A666
212	507	MOBgl	Main olfactory bulb, glomerular layer	82C7AE
213	855	rstm	retriculospinal tract, medial part	CCCCCC
214	323	RN	Red nucleus	FF90FF
215	1100	APN	Anterior pretectal nucleus	FF90FF
216	655	COApl1	Cortical amygdalar area, posterior part, lateral zone, layer 1	61E7B7
217	701	SUV	Superior vestibular nucleus	FFB3D9
218	138	LP	Lateral posterior nucleus of the thalamus	FF909F
219	500	MO2/3	Somatomotor areas, Layer 2/3	1F9D5A
220	507	MOBgr	Main olfactory bulb, granule layer	82C7AE
221	863	rrt	rubroreticular tract	CCCCCC
222	379	RO	Nucleus raphe obscurus	FFC6E2
223	157	ARH	Arcuate hypothalamic nucleus	FF5D50
224	655	COApl2	Cortical amygdalar area, posterior part, lateral zone, layer 2	61E7B7
225	701	SPIV	Spinal vestibular nucleus	FFB3D9
226	290	LPO	Lateral preoptic area	F2483B
227	31	ACA6b	Anterior cingulate area, layer 6b	40A666
228	507	MOBipl	Main olfactory bulb, inner plexiform layer	9AD2BD
229	901	sV	sensory root of the trigeminal nerve	CCCCCC
230	379	RPA	Nucleus raphe pallidus	FFC6E2
231	323	AT	Anterior tegmental nucleus	FF90FF
232	655	COApl3	Cortical amygdalar area, posterior part, lateral zone, layer 3	61E7B7
233	402	VISal5	Anterolateral visual area, layer 5	08858C
234	541	TEa4	Temporal association areas, layer 4	15B0B3
235	370	LRN	Lateral reticular nucleus	FFB3D9
236	507	MOBmi	Main olfactory bulb, mitral layer	82C7AE
237	917	ts	solitary tract	CCCCCC
238	1117	RPO	Nucleus raphe pontis	FFC395
239	856	ATN	Anterior group of the dorsal thalamus	FF909F
240	663	COApm1	Cortical amygdalar area, posterior part, medial zone, layer 1	61E7B7
241	22	PTLp2/3	Posterior parietal association areas, layer 2/3	009FAC
242	275	LS	Lateral septal nucleus	90CBED
243	1011	AUDd6b	Dorsal auditory area, layer 6b	019399
244	507	MOBopl	Main olfactory bulb, outer plexiform layer	9AD2BD
245	871	scrt	spinocervical tract	CCCCCC
246	323	RR	Midbrain reticular nucleus, retrorubral area	FF90FF
247	315	AUD	Auditory areas	019399
248	663	COApm2	Cortical amygdalar area, posterior part, medial zone, layer 2	61E7B7
249	1027	AUDpo6a	Posterior auditory area, layer 6a	019399
250	242	LSc	Lateral septal nucleus, caudal (caudodorsal) part	90CBED
251	1002	AUDp2/3	Primary auditory area, layer 2/3	019399
252	1011	AUDd5	Dorsal auditory area, layer 5	019399
253	871	shp	spinohypothalamic pathway	CCCCCC
254	315	RSP	Retrosplenial area	1AA698
255	239	AV	Anteroventral nucleus of thalamus	FF909F
256	663	COApm3	Cortical amygdalar area, posterior part, medial zone, layer 3	61E7B7
257	533	VISpm6a	posteromedial visual area, layer 6a	08858C
258	242	LSr	Lateral septal nucleus, rostral (rostroventral) part	90CBED
259	934	ENTmv1	Entorhinal area, medial part, ventral zone, layer 1	32B825
260	619	NLOT1	Nucleus of the lateral olfactory tract, molecular layer	95E4C8
261	871	sop	spino-olivary pathway	CCCCCC
262	856	RT	Reticular nucleus of the thalamus	FF909F
263	141	AVP	Anteroventral preoptic nucleus	FF5547
264	714	ORB1	Orbital area, layer 1	248A5E
266	242	LSv	Lateral septal nucleus, ventral part	90CBED
267	814	DP6a	Dorsal peduncular area, layer 6a	A4DAA4
268	619	NLOT2	Nucleus of the lateral olfactory tract, pyramidal layer	95E4C8
269	425	VISpl2/3	Posterolateral visual area, layer 2/3	08858C
270	871	srp	spinoreticular pathway	CCCCCC
271	339	SAG	Nucleus sagulum	FF7AFF
272	141	AVPV	Anteroventral periventricular nucleus	FF5547
274	879	RSPd6a	Retrosplenial area, dorsal part, layer 6a	1AA698
275	477	LSX	Lateral septal complex	90CBED
276	961	PIR1	Piriform area, molecular layer	6ACBBA
277	871	stp	spinotectal pathway	CCCCCC
278	477	sAMY	Striatum-like amygdalar nuclei	80C0E2
279	894	RSPagl6b	Retrosplenial area, lateral agranular part, layer 6b	1AA698
280	987	B	Barrington's nucleus	FFBA86
281	394	VISam1	Anteromedial visual area, layer 1	08858C
283	987	LTN	Lateral tegmental nucleus	FFBA86
284	961	PIR2	Piriform area, pyramidal layer	6ACBBA
285	871	step	spinotelenchephalic pathway	CCCCCC
286	141	SCH	Suprachiasmatic nucleus	FF5547
287	809	BAC	Bed nucleus of the anterior commissure	B3C0DF
288	746	ORBvl2/3	Orbital area, ventrolateral part, layer 2/3	248A5E
289	541	TEa5	Temporal association areas, layer 5	15B0B3
290	1097	LZ	Hypothalamic lateral zone	F2483B
291	961	PIR3	Piriform area, polymorph layer	6ACBBA
292	278	BA	Bed nucleus of the accessory olfactory tract	80C0E2
293	871	svp	spinovestibular pathway	CCCCCC
294	323	SCm	Superior colliculus, motor related	FF90FF
295	703	BLA	Basolateral amygdalar nucleus	9DE79C
296	48	ACAv2/3	Anterior cingulate area, ventral part, layer 2/3	40A666
297	597	TTd1-4	Taenia tecta, dorsal part, layers 1-4	62D09F
298	835	MA	Magnocellular nucleus	A2B1D8
299	500	MO5	Somatomotor areas, Layer 5	1F9D5A
300	178	LGvl	Ventral part of the lateral geniculate complex, lateral zone	FF909F
301	768	st	stria terminalis	CCCCCC
302	339	SCs	Superior colliculus, sensory related	FF7AFF
303	295	BLAa	Basolateral amygdalar nucleus, anterior part	9DE79C
304	972	PL2/3	Prelimbic area, layer 2/3	2FA850
305	385	VISp6b	Primary visual area, layer 6b	08858C
306	605	TTv1-3	Taenia tecta, ventral part, layers 1-3	62D09F
307	370	MARN	Magnocellular reticular nucleus	FFB3D9
308	22	PTLp6a	Posterior parietal association areas, layer 6a	009FAC
309	760	snp	striatonigral pathway	CCCCCC
310	275	SF	Septofimbrial nucleus	90CBED
311	295	BLAp	Basolateral amygdalar nucleus, posterior part	9DE79C
312	918	ENTl4/5	Entorhinal area, lateral part, layer 4/5	32B825
313	343	MB	Midbrain	FF64FF
314	111	AIp6a	Agranular insular area, posterior part, layer 6a	219866
315	695	Isocortex	Isocortex	70FF71
316	178	LGvm	Ventral part of the lateral geniculate complex, medial zone	FF909F
317	760	stf	subthalamic fascicle	CCCCCC
318	987	SG	Supragenual nucleus	FFBA86
319	703	BMA	Basomedial amygdalar nucleus	84EA81
320	985	MOp1	Primary motor area, Layer 1	1F9D5A
321	1014	SubG	Subgeniculate nucleus	FF909F
322	453	SSp	Primary somatosensory area	188064
323	313	MBmot	Midbrain, motor related	FF90FF
324	934	ENTmv2	Entorhinal area, medial part, ventral zone, layer 2	32B825
325	138	SGN	Suprageniculate nucleus	FF909F
326	752	scp	superior cerebelar peduncles	CCCCCC
327	319	BMAa	Basomedial amygdalar nucleus, anterior part	84EA81
328	104	AId2/3	Agranular insular area, dorsal part, layer 2/3	219866
329	322	SSp-bfd	Primary somatosensory area, barrel field	188064
330	879	RSPd6b	Retrosplenial area, dorsal part, layer 6b	1AA698
331	467	MBO	Mammillary body	FF4C3E
332	157	ASO	Accessory supraoptic group	FF5D50
333	275	SH	Septohippocampal nucleus	90CBED
334	319	BMAp	Basomedial amygdalar nucleus, posterior part	84EA81
335	922	PERI6a	Perirhinal area, layer 6a	0E9684
336	848	csc	superior colliculus commissure	CCCCCC
337	322	SSp-ll	Primary somatosensory area, lower limb	188064
338	141	SFO	Subfornical organ	FF5547
339	313	MBsen	Midbrain, sensory related	FF7AFF
340	22	PTLp6b	Posterior parietal association areas, layer 6b	009FAC
341	824	smd	supramammillary decussation	CCCCCC
342	835	SI	Substantia innominata	A2B1D8
343	8	BS	Brain stem	FF7080
344	111	AIp5	Agranular insular area, posterior part, layer 5	219866
345	322	SSp-m	Primary somatosensory area, mouth	188064
346	322	SSp2/3	Primary somatosensory area, layer 2/3	188064
347	141	SBPV	Subparaventricular zone	FF5547
348	313	MBsta	Midbrain, behavioral state related	FF90FF
349	824	sup	supraoptic commissures	CCCCCC
350	1117	SLC	Subceruleus nucleus	FFC395
351	809	BST	Bed nuclei of the stria terminalis	B3C0DF
352	714	ORB5	Orbital area, layer 5	248A5E
353	322	SSp-n	Primary somatosensory area, nose	188064
354	1065	MY	Medulla	FF9BCD
355	111	AIp6b	Agranular insular area, posterior part, layer 6b	219866
356	290	PST	Preparasubthalamic nucleus	F2483B
357	848	ttp	tectothalamic pathway	CCCCCC
358	1117	SLD	Sublaterodorsal nucleus	FFC395
359	351	BSTa	Bed nuclei of the stria terminalis, anterior division	B3C0DF
360	814	DP2/3	Dorsal peduncular area, layer 2/3	A4DAA4
361	322	SSp-tr	Primary somatosensory area, trunk	188064
362	444	MD	Mediodorsal nucleus of thalamus	FF909F
363	972	PL5	Prelimbic area, layer 5	2FA850
364	290	PSTN	Parasubthalamic nucleus	F2483B
365	896	tp	thalamic peduncles	CCCCCC
366	444	SMT	Submedial nucleus of the thalamus	FF909F
367	351	BSTp	Bed nuclei of the stria terminalis, posterior division	B3C0DF
368	922	PERI6b	Perirhinal area, layer 6b	0E9684
369	322	SSp-ul	Primary somatosensory area, upper limb	188064
370	354	MY-mot	Medulla, motor related	FFB3D9
371	934	ENTmv3	Entorhinal area, medial part, ventral zone, layer 3	32B825
372	370	ICB	Infracerebellar nucleus	FFB3D9
373	752	tct	trigeminocerebellar tract	CCCCCC
374	348	SNc	Substantia nigra, compact part	FFA6FF
375	1080	CA	Ammon's horn	7ED04B
376	655	COApl1-3	Cortical amygdalar area, posterior part, lateral zone, layers 1-3	61E7B7
377	425	VISpl6a	Posterolateral visual area, layer 6a	08858C
378	453	SSs	Supplemental somatosensory area	188064
379	354	MY-sat	Medulla, behavioral state related	FFC6E2
380	514	cuf	cuneate fascicle	CCCCCC
381	323	SNr	Substantia nigra, reticular part	FF90FF
382	375	CA1	Field CA1	7ED04B
383	663	COApm1-3	Cortical amygdalar area, posterior part, medial zone, layers 1-3	61E7B7
384	911	IVd	trochlear nerve decussation	CCCCCC
385	669	VISp	Primary visual area	08858C
386	354	MY-sen	Medulla, sensory related	FFA5D2
387	918	ENTl5/6	Entorhinal area, lateral part, layer 5/6	32B825
388	514	grf	gracile fascicle	CCCCCC
389	871	sttv	ventral spinothalamic tract	CCCCCC
390	157	SO	Supraoptic nucleus	FF5D50
391	382	CA1slm	Field CA1, stratum lacunosum-moleculare	7ED04B
392	619	NLOT1-3	Nucleus of the lateral olfactory tract, layers 1-3	95E4C8
393	425	VISpl6b	Posterolateral visual area, layer 6b	08858C
394	669	VISam	Anteromedial visual area	08858C
395	370	MDRN	Medullary reticular nucleus	FFB3D9
396	514	iaf	internal arcuate fibers	CCCCCC
397	863	vtd	ventral tegmental decussation	CCCCCC
398	1132	SOC	Superior olivary complex	FFAE6F
399	382	CA1so	Field CA1, stratum oriens	7ED04B
400	788	PAA1-3	Piriform-amygdalar area, layers 1-3	59DAAB
401	394	VISam4	Anteromedial visual area, layer 4	08858C
402	669	VISal	Anterolateral visual area	08858C
403	278	MEA	Medial amygdalar nucleus	80C0E2
404	490	oct	olivocerebellar tract	CCCCCC
405	824	vlt	ventrolateral hypothalamic tract	CCCCCC
406	864	SPF	Subparafascicular nucleus	FF8084
407	382	CA1sp	Field CA1, pyramidal layer	66A83D
408	788	PAA1	Piriform-amygdalar area, molecular layer	59DAAB
409	669	VISl	Lateral visual area	08858C
410	490	rct	reticulocerebellar tract	CCCCCC
411	403	MEAad	Medial amygdalar nucleus, anterodorsal part	80C0E2
412	723	ORBl2/3	Orbital area, lateral part, layer 2/3	248A5E
413	933	vVIIIn	vestibular nerve	CCCCCC
414	406	SPFm	Subparafascicular nucleus, magnocellular part	FF8084
415	382	CA1sr	Field CA1, stratum radiatum	7ED04B
416	788	PAA2	Piriform-amygdalar area, pyramidal layer	59DAAB
417	22	VISrl	Rostrolateral visual area	009FAC
418	403	MEAav	Medial amygdalar nucleus, anteroventral part	80C0E2
419	934	ENTmv4	Entorhinal area, medial part, ventral zone, layer 4	32B825
420	745	db	precommissural fornix diagonal band	CCCCCC
421	409	VISl1	Lateral visual area, layer 1	08858C
422	406	SPFp	Subparafascicular nucleus, parvicellular part	FF8084
423	375	CA2	Field CA2	7ED04B
424	788	PAA3	Piriform-amygdalar area, polymorph layer	59DAAB
425	669	VISpl	Posterolateral visual area	08858C
426	403	MEApd	Medial amygdalar nucleus, posterodorsal part	80C0E2
427	895	ECT2/3	Ectorhinal area/Layer 2/3	0D9F91
428	737	mct	medial corticohypothalamic tract	CCCCCC
429	386	SPVC	Spinal nucleus of the trigeminal, caudal part	FFA5D2
430	886	RSPv2/3	Retrosplenial area, ventral part, layer 2/3	1AA698
431	423	CA2slm	Field CA2, stratum lacunosum-moleculare	7ED04B
432	332	NC	Nucleus circularis	FF5D50
433	394	VISam5	Anteromedial visual area, layer 5	08858C
434	879	RSPd2/3	Retrosplenial area, dorsal part, layer 2/3	1AA698
435	403	MEApv	Medial amygdalar nucleus, posteroventral part	80C0E2
436	737	fx	columns of the fornix	CCCCCC
437	386	SPVI	Spinal nucleus of the trigeminal, interpolar part	FFA5D2
438	423	CA2so	Field CA2, stratum oriens	7ED04B
439	63	PVHdp	Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part	FF4C3E
440	723	ORBl6a	Orbital area, lateral part, layer 6a	248A5E
441	394	VISam6b	Anteromedial visual area, layer 6b	08858C
442	879	RSPd1	Retrosplenial area, dorsal part, layer 1	1AA698
443	618	dhc	dorsal hippocampal commissure	CCCCCC
444	856	MED	Medial group of the dorsal thalamus	FF909F
445	386	SPVO	Spinal nucleus of the trigeminal, oral part	FFA5D2
446	423	CA2sp	Field CA2, pyramidal layer	66A83D
447	63	PVHf	Paraventricular hypothalamic nucleus, descending division, forniceal part	FF4C3E
448	723	ORBl1	Orbital area, lateral part, layer 1	248A5E
449	618	vhc	ventral hippocampal commissure	CCCCCC
450	369	SSp-ul1	Primary somatosensory area, upper limb, layer 1	188064
451	295	BLAv	Basolateral amygdalar nucleus, ventral part	9DE79C
452	141	MEPO	Median preoptic nucleus	FF5547
453	315	SS	Somatosensory areas	188064
454	423	CA2sr	Field CA2, stratum radiatum	7ED04B
455	63	PVHlp	Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part	FF4C3E
456	1027	AUDpo6b	Posterior auditory area, layer 6b	019399
457	669	VIS6a	Visual areas, layer 6a	08858C
458	754	OT1	Olfactory tubercle, molecular layer	80CDF8
459	21	aolt	accessory olfactory tract	CCCCCC
460	339	MEV	Midbrain trigeminal nucleus	FF7AFF
461	361	SSp-tr6b	Primary somatosensory area, trunk, layer 6b	188064
462	987	SSN	Superior salivatory nucleus	FFBA86
463	375	CA3	Field CA3	7ED04B
464	63	PVHmpv	Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone	FF4C3E
465	754	OT2	Olfactory tubercle, pyramidal layer	80CDF8
466	1099	alv	alveus	CCCCCC
467	1097	MEZ	Hypothalamic medial zone	FF4C3E
468	926	ENTm2a	Entorhinal area, medial part, dorsal zone, layer 2a	32B825
469	533	VISpm6b	posteromedial visual area, layer 6b	08858C
470	290	STN	Subthalamic nucleus	F2483B
471	463	CA3slm	Field CA3, stratum lacunosum-moleculare	7ED04B
472	426	MEApd-a	Medial amygdalar nucleus, posterodorsal part, sublayer a	80C0E2
473	754	OT3	Olfactory tubercle, polymorph layer	80CDF8
474	1099	ab	angular path	CCCCCC
475	1008	MG	Medial geniculate complex	FF8084
476	714	ORB6a	Orbital area, layer 6a	248A5E
477	623	STR	Striatum	98D6F9
478	337	SSp-ll6a	Primary somatosensory area, lower limb, layer 6a	188064
479	463	CA3slu	Field CA3, stratum lucidum	7ED04B
480	426	MEApd-b	Medial amygdalar nucleus, posterodorsal part, sublayer b	80C0E2
481	754	isl	Islands of Calleja	80CDF8
482	948	bic	brachium of the inferior colliculus	CCCCCC
483	958	MH	Medial habenula	FF909F
484	731	ORBm1	Orbital area, medial part, layer 1	248A5E
485	477	STRd	Striatum dorsal region	98D6F9
486	463	CA3so	Field CA3, stratum oriens	7ED04B
